"DateTime","SBILIFE","SBILIFE - PB"
"2022-08-01 04:00:00",1313.3,11.33
"2022-08-02 04:00:00",1285.2,11.09
"2022-08-03 04:00:00",1283.55,11.07
"2022-08-04 04:00:00",1278.8,11.03
"2022-08-05 04:00:00",1266.65,10.93
"2022-08-08 04:00:00",1269.9,10.95
"2022-08-10 04:00:00",1273.2,10.98
"2022-08-11 04:00:00",1261.5,10.88
"2022-08-12 04:00:00",1286.55,11.1
"2022-08-16 04:00:00",1309.6,11.3
"2022-08-17 04:00:00",1305.35,11.26
"2022-08-18 04:00:00",1324.2,11.42
"2022-08-19 04:00:00",1296.95,11.19
"2022-08-22 04:00:00",1276,11.01
"2022-08-23 04:00:00",1279.25,11.04
"2022-08-24 04:00:00",1287.5,11.11
"2022-08-25 04:00:00",1297,11.19
"2022-08-26 04:00:00",1313.7,11.33
"2022-08-29 04:00:00",1298.2,11.2
"2022-08-30 04:00:00",1329.1,11.47
"2022-09-01 04:00:00",1296.55,11.18
"2022-09-02 04:00:00",1288.2,11.11
"2022-09-05 04:00:00",1293.4,11.16
"2022-09-06 04:00:00",1311.35,11.31
"2022-09-07 04:00:00",1331.55,11.49
"2022-09-08 04:00:00",1317.7,11.37
"2022-09-09 04:00:00",1297.45,11.19
"2022-09-12 04:00:00",1306,11.27
"2022-09-13 04:00:00",1324.4,11.42
"2022-09-14 04:00:00",1303.3,11.24
"2022-09-15 04:00:00",1295,11.17
"2022-09-16 04:00:00",1272.25,10.97
"2022-09-19 04:00:00",1303.3,11.24
"2022-09-20 04:00:00",1309.3,11.29
"2022-09-21 04:00:00",1306.3,11.27
"2022-09-22 04:00:00",1285.5,11.09
"2022-09-23 04:00:00",1273,10.98
"2022-09-26 04:00:00",1259.8,10.87
"2022-09-27 04:00:00",1242.3,10.72
"2022-09-28 04:00:00",1238.8,10.69
"2022-09-29 04:00:00",1239.8,10.69
"2022-09-30 04:00:00",1250.45,10.79
"2022-10-03 04:00:00",1237.25,10.67
"2022-10-04 04:00:00",1260.65,10.87
"2022-10-06 04:00:00",1245.15,10.74
"2022-10-07 04:00:00",1243.2,10.72
"2022-10-10 04:00:00",1239.3,10.69
"2022-10-11 04:00:00",1206.35,10.41
"2022-10-12 04:00:00",1212.2,10.46
"2022-10-13 04:00:00",1187.9,10.25
"2022-10-14 04:00:00",1179.8,10.18
"2022-10-17 04:00:00",1189.8,10.26
"2022-10-18 04:00:00",1219.05,10.52
"2022-10-19 04:00:00",1227.1,10.59
"2022-10-20 04:00:00",1222.95,10.55
"2022-10-21 04:00:00",1246.35,10.75
"2022-10-24 04:00:00",1257.6,10.85
"2022-10-25 04:00:00",1254.85,10.82
"2022-10-27 04:00:00",1252.9,10.81
"2022-10-28 04:00:00",1252.8,10.81
"2022-10-31 04:00:00",1265.95,10.92
"2022-11-01 04:00:00",1268.75,10.94
"2022-11-02 04:00:00",1272.65,10.98
"2022-11-03 04:00:00",1276.05,11.01
"2022-11-04 04:00:00",1265.6,10.92
"2022-11-07 04:00:00",1278.65,11.03
"2022-11-09 04:00:00",1263.8,10.9
"2022-11-10 04:00:00",1238.35,10.68
"2022-11-11 04:00:00",1250.25,10.78
"2022-11-14 04:00:00",1248.6,10.77
"2022-11-15 04:00:00",1259.3,10.86
"2022-11-16 04:00:00",1254.9,10.83
"2022-11-17 04:00:00",1254.35,10.82
"2022-11-18 04:00:00",1242.75,10.72
"2022-11-21 04:00:00",1226.6,10.58
"2022-11-22 04:00:00",1229.05,10.6
"2022-11-23 04:00:00",1226.3,10.58
"2022-11-24 04:00:00",1240.65,10.7
"2022-11-25 04:00:00",1235.25,10.66
"2022-11-28 04:00:00",1253.5,10.81
"2022-11-29 04:00:00",1258.4,10.86
"2022-11-30 04:00:00",1282.9,11.07
"2022-12-01 04:00:00",1290.75,11.13
"2022-12-02 04:00:00",1295.15,11.17
"2022-12-05 04:00:00",1284.55,11.08
"2022-12-06 04:00:00",1285.1,11.09
"2022-12-07 04:00:00",1262.05,10.89
"2022-12-08 04:00:00",1266.85,10.93
"2022-12-09 04:00:00",1269.65,10.95
"2022-12-12 04:00:00",1263.2,10.9
"2022-12-13 04:00:00",1277.8,11.02
"2022-12-14 04:00:00",1269.75,10.95
"2022-12-15 04:00:00",1273.5,10.99
"2022-12-16 04:00:00",1254.15,10.82
"2022-12-19 04:00:00",1267.5,10.93
"2022-12-20 04:00:00",1231.25,10.62
"2022-12-21 04:00:00",1234.35,10.65
"2022-12-22 04:00:00",1244.75,10.74
"2022-12-23 04:00:00",1224.6,10.56
"2022-12-26 04:00:00",1243.3,10.73
"2022-12-27 04:00:00",1241.05,10.71
"2022-12-28 04:00:00",1242.05,10.71
"2022-12-29 04:00:00",1258.6,10.86
"2022-12-30 04:00:00",1231.3,10.62
"2023-01-02 04:00:00",1240.05,10.7
"2023-01-03 04:00:00",1268.4,10.94
"2023-01-04 04:00:00",1259.05,10.86
"2023-01-05 04:00:00",1267.65,10.94
"2023-01-06 04:00:00",1269.05,10.95
"2023-01-09 04:00:00",1306.35,11.27
"2023-01-10 04:00:00",1302.6,11.24
"2023-01-11 04:00:00",1291.3,11.14
"2023-01-12 04:00:00",1315.7,11.35
"2023-01-13 04:00:00",1312.95,11.33
"2023-01-16 04:00:00",1300.9,11.22
"2023-01-17 04:00:00",1298.45,11.2
"2023-01-18 04:00:00",1310.65,11.31
"2023-01-19 04:00:00",1323.1,11.41
"2023-01-20 04:00:00",1296.1,11.18
"2023-01-23 04:00:00",1295.4,11.17
"2023-01-24 04:00:00",1273.25,10.98
"2023-01-25 04:00:00",1257.45,10.85
"2023-01-27 04:00:00",1250.25,10.78
"2023-01-30 04:00:00",1233.45,10.64
"2023-01-31 04:00:00",1219.55,10.52
"2023-02-01 04:00:00",1109.4,9.57
"2023-02-02 04:00:00",1107.5,9.55
"2023-02-03 04:00:00",1138.05,9.82
"2023-02-06 04:00:00",1138.4,9.82
"2023-02-07 04:00:00",1131.75,9.76
"2023-02-08 04:00:00",1164.5,10.05
"2023-02-09 04:00:00",1180.45,10.18
"2023-02-10 04:00:00",1184.5,10.22
"2023-02-13 04:00:00",1179.1,10.17
"2023-02-14 04:00:00",1161.7,10.02
"2023-02-15 04:00:00",1180.35,10.18
"2023-02-16 04:00:00",1174.1,10.13
"2023-02-17 04:00:00",1149.7,9.92
"2023-02-20 04:00:00",1158.4,9.99
"2023-02-21 04:00:00",1150.35,9.92
"2023-02-22 04:00:00",1131.15,9.76
"2023-02-23 04:00:00",1135.4,9.79
"2023-02-24 04:00:00",1122.05,9.68
"2023-02-27 04:00:00",1129.15,9.74
"2023-02-28 04:00:00",1121,9.67
"2023-03-01 04:00:00",1118.15,9.65
"2023-03-02 04:00:00",1100.15,9.49
"2023-03-03 04:00:00",1129.25,9.74
"2023-03-06 04:00:00",1128.7,9.74
"2023-03-08 04:00:00",1129.2,9.74
"2023-03-09 04:00:00",1096.7,9.46
"2023-03-10 04:00:00",1095.9,9.45
"2023-03-13 04:00:00",1072.5,9.25
"2023-03-14 04:00:00",1077.1,9.29
"2023-03-15 04:00:00",1067.05,9.2
"2023-03-16 04:00:00",1062.65,9.17
"2023-03-17 04:00:00",1071.6,9.24
"2023-03-20 04:00:00",1074.1,9.27
"2023-03-21 04:00:00",1097.7,9.47
"2023-03-22 04:00:00",1113.1,9.6
"2023-03-23 04:00:00",1118.65,9.65
"2023-03-24 04:00:00",1112.2,9.59
"2023-03-27 04:00:00",1099.3,9.48
"2023-03-28 04:00:00",1091.3,9.41
"2023-03-29 04:00:00",1098.7,9.48
"2023-03-31 04:00:00",1101.1,9.5
"2023-04-03 04:00:00",1103.8,9.52
"2023-04-05 04:00:00",1105.55,9.54
"2023-04-06 04:00:00",1116.25,9.63
"2023-04-10 04:00:00",1106.25,9.54
"2023-04-11 04:00:00",1112.65,9.6
"2023-04-12 04:00:00",1126.85,9.72
"2023-04-13 04:00:00",1130.25,9.75
"2023-04-17 04:00:00",1145.35,9.88
"2023-04-18 04:00:00",1145.55,9.88
"2023-04-19 04:00:00",1123.4,9.69
"2023-04-20 04:00:00",1128.85,9.74
"2023-04-21 04:00:00",1106.55,9.55
"2023-04-24 04:00:00",1105.7,9.54
"2023-04-25 04:00:00",1105.85,9.54
"2023-04-26 04:00:00",1118.3,9.65
"2023-04-27 04:00:00",1137.05,8.76
"2023-04-28 04:00:00",1140.1,8.78
"2023-05-02 04:00:00",1150.9,8.86
"2023-05-03 04:00:00",1136.9,8.76
"2023-05-04 04:00:00",1167.45,8.99
"2023-05-05 04:00:00",1173.7,9.04
"2023-05-08 04:00:00",1182.35,9.11
"2023-05-09 04:00:00",1183.15,9.11
"2023-05-10 04:00:00",1188.8,9.16
"2023-05-11 04:00:00",1185.4,9.13
"2023-05-12 04:00:00",1187.05,9.14
"2023-05-15 04:00:00",1189.45,9.16
"2023-05-16 04:00:00",1180.75,9.09
"2023-05-17 04:00:00",1162.6,8.95
"2023-05-18 04:00:00",1152.7,8.88
"2023-05-19 04:00:00",1154.15,8.89
"2023-05-22 04:00:00",1150.8,8.86
"2023-05-23 04:00:00",1165.6,8.98
"2023-05-24 04:00:00",1175.35,9.05
"2023-05-25 04:00:00",1177.35,9.07
"2023-05-26 04:00:00",1195.75,9.21
"2023-05-29 04:00:00",1218.1,9.38
"2023-05-30 04:00:00",1215.9,9.36
"2023-05-31 04:00:00",1235,9.51
"2023-06-01 04:00:00",1207.75,9.3
"2023-06-02 04:00:00",1202.5,9.26
"2023-06-05 04:00:00",1215.4,9.36
"2023-06-06 04:00:00",1223,9.42
"2023-06-07 04:00:00",1245.8,9.59
"2023-06-08 04:00:00",1238.9,9.54
"2023-06-09 04:00:00",1232.4,9.49
"2023-06-12 04:00:00",1238.9,9.54
"2023-06-13 04:00:00",1243.3,9.58
"2023-06-14 04:00:00",1242.3,9.57
"2023-06-15 04:00:00",1241.1,9.56
"2023-06-16 04:00:00",1281.35,9.87
"2023-06-19 04:00:00",1280.5,9.86
"2023-06-20 04:00:00",1295.35,9.98
"2023-06-21 04:00:00",1294.95,9.97
"2023-06-22 04:00:00",1276.5,9.83
"2023-06-23 04:00:00",1262.7,9.72
"2023-06-26 04:00:00",1266.35,9.75
"2023-06-27 04:00:00",1286.4,9.91
"2023-06-28 04:00:00",1299.9,10.01
"2023-06-30 04:00:00",1306.9,10.07
"2023-07-03 04:00:00",1297.95,10
"2023-07-04 04:00:00",1289.25,9.93
"2023-07-05 04:00:00",1291.55,9.95
"2023-07-06 04:00:00",1292.95,9.96
"2023-07-07 04:00:00",1294,9.97
"2023-07-10 04:00:00",1293.3,9.96
"2023-07-11 04:00:00",1295,9.97
"2023-07-12 04:00:00",1300.6,10.02
"2023-07-13 04:00:00",1313.95,10.12
"2023-07-14 04:00:00",1320.3,10.17
"2023-07-17 04:00:00",1314.5,10.12
"2023-07-18 04:00:00",1314.55,10.12
"2023-07-19 04:00:00",1310.45,10.09
"2023-07-20 04:00:00",1314.05,10.12
"2023-07-21 04:00:00",1290.7,9.94
"2023-07-24 04:00:00",1317.15,10.14
"2023-07-25 04:00:00",1301.1,10.02
"2023-07-26 04:00:00",1292.65,9.96
"2023-07-27 04:00:00",1296.5,9.99
"2023-07-28 04:00:00",1289.75,9.93
"2023-07-31 04:00:00",1282.15,9.87
"2023-08-01 04:00:00",1279.95,9.86
"2023-08-02 04:00:00",1262.25,9.72
"2023-08-03 04:00:00",1253.75,9.66
"2023-08-04 04:00:00",1267.9,9.77
"2023-08-07 04:00:00",1302.55,10.03
"2023-08-08 04:00:00",1349.35,10.39
"2023-08-09 04:00:00",1349.35,10.39
"2023-08-10 04:00:00",1334.35,10.28
"2023-08-11 04:00:00",1311.5,10.1
"2023-08-14 04:00:00",1297.1,9.99
"2023-08-16 04:00:00",1291.3,9.95
"2023-08-17 04:00:00",1284.45,9.89
"2023-08-18 04:00:00",1282.45,9.88
"2023-08-21 04:00:00",1278.55,9.85
"2023-08-22 04:00:00",1286.75,9.91
"2023-08-23 04:00:00",1300.25,10.01
"2023-08-24 04:00:00",1293.75,9.96
"2023-08-25 04:00:00",1296.4,9.98
"2023-08-28 04:00:00",1291.55,9.95
"2023-08-29 04:00:00",1297.2,9.99
"2023-08-30 04:00:00",1300.6,10.02
"2023-08-31 04:00:00",1292.55,9.95
"2023-09-01 04:00:00",1320.55,10.17
"2023-09-04 04:00:00",1328.35,10.23
"2023-09-05 04:00:00",1309.45,10.09
"2023-09-06 04:00:00",1319.8,10.16
"2023-09-07 04:00:00",1347.5,10.38
"2023-09-08 04:00:00",1341.45,10.33
"2023-09-11 04:00:00",1350.15,10.4
"2023-09-12 04:00:00",1346.5,10.37
"2023-09-13 04:00:00",1345.5,10.36
"2023-09-14 04:00:00",1352.75,10.42
"2023-09-15 04:00:00",1372.65,10.57
"2023-09-18 04:00:00",1373.7,10.58
"2023-09-20 04:00:00",1345.2,10.36
"2023-09-21 04:00:00",1334.2,10.28
"2023-09-22 04:00:00",1318.85,10.16
"2023-09-25 04:00:00",1294.15,9.97
"2023-09-26 04:00:00",1289.7,9.93
"2023-09-27 04:00:00",1301,10.02
"2023-09-28 04:00:00",1289.4,9.93
"2023-09-29 04:00:00",1305.4,10.05
"2023-10-03 04:00:00",1292.45,9.95
"2023-10-04 04:00:00",1270.55,9.79
"2023-10-05 04:00:00",1274.45,9.82
"2023-10-06 04:00:00",1282.95,9.88
"2023-10-09 04:00:00",1277.25,9.84
"2023-10-10 04:00:00",1302.05,10.03
"2023-10-11 04:00:00",1309.35,10.08
"2023-10-12 04:00:00",1313.65,10.12
"2023-10-13 04:00:00",1316.45,10.14
"2023-10-16 04:00:00",1322.2,10.18
"2023-10-17 04:00:00",1348.35,10.45
"2023-10-18 04:00:00",1356.35,10.45
"2023-10-19 04:00:00",1348.15,10.38
"2023-10-20 04:00:00",1362.65,10.49
"2023-10-23 04:00:00",1338.4,10.31
"2023-10-25 04:00:00",1314.15,10.12
"2023-10-26 04:00:00",1305.6,10.06
"2023-10-27 04:00:00",1302.9,10.03
"2023-10-30 04:00:00",1326.2,10.21
"2023-10-31 04:00:00",1367.85,10.53
"2023-11-01 04:00:00",1336.05,10.29
"2023-11-02 04:00:00",1343.5,10.35
"2023-11-03 04:00:00",1329.35,10.24
"2023-11-06 04:00:00",1331.85,10.26
"2023-11-07 04:00:00",1340.85,10.33
"2023-11-08 04:00:00",1345.5,10.36
"2023-11-09 04:00:00",1350.7,10.4
"2023-11-10 04:00:00",1355.4,10.44
"2023-11-12 04:00:00",1358.85,10.47
"2023-11-13 04:00:00",1328.35,10.23
"2023-11-15 04:00:00",1357.1,10.45
"2023-11-16 04:00:00",1359.95,10.47
"2023-11-17 04:00:00",1413.95,10.89
"2023-11-20 04:00:00",1385.3,10.67
"2023-11-21 04:00:00",1423.65,10.96
"2023-11-22 04:00:00",1430.1,11.01
"2023-11-23 04:00:00",1410.95,10.87
"2023-11-24 04:00:00",1409.7,10.86
"2023-11-28 04:00:00",1412.45,10.88
"2023-11-29 04:00:00",1407.85,10.84
"2023-11-30 04:00:00",1435.25,11.05
"2023-12-01 04:00:00",1423.65,10.96
"2023-12-04 04:00:00",1454,11.2
"2023-12-05 04:00:00",1460.95,11.25
"2023-12-06 04:00:00",1450.7,11.17
"2023-12-07 04:00:00",1455.75,11.21
"2023-12-08 04:00:00",1465.2,11.28
"2023-12-11 04:00:00",1460.6,11.25
"2023-12-12 04:00:00",1481.45,11.41
"2023-12-13 04:00:00",1466.8,11.3
"2023-12-14 04:00:00",1469.85,11.32
"2023-12-15 04:00:00",1452.5,11.19
"2023-12-18 04:00:00",1446.95,11.14
"2023-12-19 04:00:00",1424.55,10.97
"2023-12-20 04:00:00",1409.25,10.85
"2023-12-21 04:00:00",1403.75,10.81
"2023-12-22 04:00:00",1394.3,10.74
"2023-12-26 04:00:00",1395.3,10.75
"2023-12-27 04:00:00",1421.35,10.95
"2023-12-28 04:00:00",1435.3,11.05
"2023-12-29 04:00:00",1432.6,11.03
"2024-01-01 04:00:00",1432.1,11.03
"2024-01-02 04:00:00",1437.65,11.07
"2024-01-03 04:00:00",1422.7,10.96
"2024-01-04 04:00:00",1431.6,11.03
"2024-01-05 04:00:00",1454.15,11.2
"2024-01-08 04:00:00",1421.05,10.94
"2024-01-09 04:00:00",1449.35,11.16
"2024-01-10 04:00:00",1451.45,11.18
"2024-01-11 04:00:00",1427.8,11
"2024-01-12 04:00:00",1435.3,11.05
"2024-01-15 04:00:00",1430.05,11.01
"2024-01-16 04:00:00",1408.8,10.85
"2024-01-17 04:00:00",1421.15,10.95
"2024-01-18 04:00:00",1404.9,10.82
"2024-01-19 04:00:00",1440.6,11.1
"2024-01-20 04:00:00",1442.2,11.11
"2024-01-23 04:00:00",1375.5,10.59
"2024-01-24 04:00:00",1410.55,10.86
"2024-01-25 04:00:00",1380.9,10.64
"2024-01-29 04:00:00",1418.4,10.92
"2024-01-30 04:00:00",1399,10.77
"2024-01-31 04:00:00",1401.15,10.79
"2024-02-01 04:00:00",1432.75,11.03
"2024-02-02 04:00:00",1435.45,11.06
"2024-02-05 04:00:00",1419.85,10.94
"2024-02-06 04:00:00",1464,11.28
"2024-02-07 04:00:00",1469.45,11.32
"2024-02-08 04:00:00",1459.05,11.24
"2024-02-09 04:00:00",1439.7,11.09
"2024-02-12 04:00:00",1436,11.06
"2024-02-13 04:00:00",1467.6,11.3
"2024-02-14 04:00:00",1453.7,11.2
"2024-02-15 04:00:00",1453.35,11.19
"2024-02-16 04:00:00",1508.45,11.62
"2024-02-19 04:00:00",1488.85,11.47
"2024-02-20 04:00:00",1513.55,11.66
"2024-02-21 04:00:00",1501.7,11.57
"2024-02-22 04:00:00",1509.65,11.63
"2024-02-23 04:00:00",1529.15,11.78
"2024-02-26 04:00:00",1549.15,11.93
"2024-02-27 04:00:00",1542.7,11.88
"2024-02-28 04:00:00",1540.2,11.86
"2024-02-29 04:00:00",1552.55,11.96
"2024-03-01 04:00:00",1542.15,11.88
"2024-03-02 04:00:00",,11.91
"2024-03-04 04:00:00",1517.95,11.69
"2024-03-05 04:00:00",1491.25,11.49
"2024-03-06 04:00:00",1520.4,11.71
"2024-03-07 04:00:00",1510.4,11.63
"2024-03-11 04:00:00",1532.1,11.8
"2024-03-12 04:00:00",1516.4,11.68
"2024-03-13 04:00:00",1487.35,11.46
"2024-03-14 04:00:00",1505.85,11.6
"2024-03-15 04:00:00",1500,11.55
"2024-03-18 04:00:00",1489.7,11.47
"2024-03-19 04:00:00",1461.35,11.25
"2024-03-20 04:00:00",1458.4,11.23
"2024-03-21 04:00:00",1468.05,11.31
"2024-03-22 04:00:00",1501.1,11.56
"2024-03-26 04:00:00",1486.4,11.45
"2024-03-27 04:00:00",1479.55,11.4
"2024-03-28 04:00:00",1500.25,11.55
"2024-04-01 04:00:00",1489.95,11.48
"2024-04-02 04:00:00",1470.6,11.33
"2024-04-03 04:00:00",1460.8,11.25
"2024-04-04 04:00:00",1463.75,11.27
"2024-04-05 04:00:00",1485.3,11.44
"2024-04-08 04:00:00",1518.8,11.7
"2024-04-09 04:00:00",1510.55,11.63
"2024-04-10 04:00:00",1503.35,11.58
"2024-04-12 04:00:00",1493.15,11.5
"2024-04-15 04:00:00",1466.9,11.3
"2024-04-16 04:00:00",1462.75,11.27
"2024-04-18 04:00:00",1456.95,11.22
"2024-04-19 04:00:00",1447.55,11.15
"2024-04-22 04:00:00",1475.4,11.36
"2024-04-23 04:00:00",1469.85,11.32
"2024-04-24 04:00:00",1460.05,11.24
"2024-04-25 04:00:00",1444.45,11.12
"2024-04-26 04:00:00",1415.25,9.52
"2024-04-29 04:00:00",1422.35,9.57
"2024-04-30 04:00:00",1436.55,9.66
"2024-05-02 04:00:00",1460.9,9.82
"2024-05-03 04:00:00",1443.25,9.71
"2024-05-06 04:00:00",1440.6,9.69
"2024-05-07 04:00:00",1450.15,9.75
"2024-05-08 04:00:00",1426.75,9.59
"2024-05-09 04:00:00",1422.4,9.57
"2024-05-10 04:00:00",1431.95,9.63
"2024-05-13 04:00:00",1425.1,9.58
"2024-05-14 04:00:00",1432.85,9.64
"2024-05-15 04:00:00",1430.1,9.62
"2024-05-16 04:00:00",1452.2,9.77
"2024-05-17 04:00:00",1434.2,9.64
"2024-05-18 04:00:00",1439.85,9.68
"2024-05-21 04:00:00",1429.65,9.61
"2024-05-22 04:00:00",1427.4,9.6
"2024-05-23 04:00:00",1446.8,9.73
"2024-05-24 04:00:00",1436.25,9.66
"2024-05-27 04:00:00",1410.2,9.48
"2024-05-28 04:00:00",1450.75,9.76
"2024-05-29 04:00:00",1412.8,9.5
"2024-05-30 04:00:00",1380.05,9.28
"2024-05-31 04:00:00",1386.4,9.32
"2024-06-03 04:00:00",1391.5,9.36
"2024-06-04 04:00:00",1338.85,9
"2024-06-05 04:00:00",1390.1,9.35
"2024-06-06 04:00:00",1442.85,9.7
"2024-06-07 04:00:00",1425.85,9.59
"2024-06-10 04:00:00",1432.3,9.63
"2024-06-11 04:00:00",1428.05,9.6
"2024-06-12 04:00:00",1452.7,9.77
"2024-06-13 04:00:00",1449.9,9.75
"2024-06-14 04:00:00",1469.9,9.88
"2024-06-18 04:00:00",1473.55,9.91
"2024-06-19 04:00:00",1449.2,9.75
"2024-06-20 04:00:00",1455.5,9.79
"2024-06-21 04:00:00",1464.15,9.85
"2024-06-24 04:00:00",1452.75,9.77
"2024-06-25 04:00:00",1462,9.83
"2024-06-26 04:00:00",1450.9,9.76
"2024-06-27 04:00:00",1463.45,9.84
"2024-06-28 04:00:00",1491.95,10.03
"2024-07-01 04:00:00",1501.85,10.1
"2024-07-02 04:00:00",1494.9,10.05
"2024-07-03 04:00:00",1496.35,10.06
"2024-07-04 04:00:00",1507.75,10.14
"2024-07-05 04:00:00",1529.4,10.29
"2024-07-08 04:00:00",1514.95,10.19
"2024-07-09 04:00:00",1524.75,10.25
"2024-07-10 04:00:00",1558.8,10.48
"2024-07-11 04:00:00",1558.8,10.48
"2024-07-12 04:00:00",1562.85,10.51
"2024-07-15 04:00:00",1613.45,10.85
"2024-07-16 04:00:00",1621.35,10.9
"2024-07-18 04:00:00",1659.8,11.16
"2024-07-19 04:00:00",1647.7,11.08
"2024-07-22 04:00:00",1621.15,10.9
"2024-07-23 04:00:00",1594.85,10.73
"2024-07-24 04:00:00",1632.95,10.98
"2024-07-25 04:00:00",1695.4,11.4
"2024-07-26 04:00:00",1750.95,11.77
"2024-07-29 04:00:00",1746.7,11.75
"2024-07-30 04:00:00",1721.05,11.57
"2024-07-31 04:00:00",1753.65,11.79
"2024-08-01 04:00:00",1767.25,11.88
"2024-08-02 04:00:00",1744.9,11.73
"2024-08-05 04:00:00",1722.2,11.58
"2024-08-06 04:00:00",1674.5,11.26
"2024-08-07 04:00:00",1685.7,11.34
"2024-08-08 04:00:00",1706.3,11.47
"2024-08-09 04:00:00",1725.1,11.6
"2024-08-12 04:00:00",1705,11.47
"2024-08-13 04:00:00",1682.4,11.31
"2024-08-14 04:00:00",1692.1,11.38
"2024-08-16 04:00:00",1688.9,11.36
"2024-08-19 04:00:00",1671.55,11.24
"2024-08-20 04:00:00",1761.3,11.84
"2024-08-21 04:00:00",1800.6,12.11
"2024-08-22 04:00:00",1795.25,12.07
"2024-08-23 04:00:00",1789.3,12.03
"2024-08-26 04:00:00",1796.25,12.08
"2024-08-27 04:00:00",1838.95,12.37
"2024-08-28 04:00:00",1843.7,12.4
"2024-08-29 04:00:00",1843.7,12.4
"2024-08-30 04:00:00",1850.3,12.44
"2024-09-02 04:00:00",1888.75,12.7
"2024-09-03 04:00:00",1928.65,12.97
"2024-09-04 04:00:00",1912.2,12.86
"2024-09-05 04:00:00",1907.85,12.83
"2024-09-06 04:00:00",1896.3,12.75
"2024-09-09 04:00:00",1901.75,12.79
"2024-09-10 04:00:00",1853.45,12.46
"2024-09-11 04:00:00",1859.15,12.5
"2024-09-12 04:00:00",1875.95,12.62
"2024-09-13 04:00:00",1846.5,12.42
"2024-09-16 04:00:00",1821.25,12.25
"2024-09-17 04:00:00",1819.15,12.23
"2024-09-18 04:00:00",1842.45,12.39
"2024-09-19 04:00:00",1840.95,12.38
"2024-09-20 04:00:00",1870.25,12.58
"2024-09-23 04:00:00",1920.15,12.91
"2024-09-24 04:00:00",1864.35,12.54
"2024-09-25 04:00:00",1863.6,12.53
"2024-09-26 04:00:00",1898.3,12.77
"2024-09-27 04:00:00",1882.65,12.66
"2024-09-30 04:00:00",1844,12.4
"2024-10-01 04:00:00",1834.2,12.33
"2024-10-03 04:00:00",1805.55,12.14
"2024-10-04 04:00:00",1798.1,12.09
"2024-10-07 04:00:00",1787.95,12.02
"2024-10-08 04:00:00",1728.05,11.62
"2024-10-09 04:00:00",1737.4,11.68
"2024-10-10 04:00:00",1734.5,11.66
"2024-10-11 04:00:00",1735.05,11.67
"2024-10-14 04:00:00",1738.3,11.69
"2024-10-15 04:00:00",1723.75,11.59
"2024-10-16 04:00:00",1733.75,11.66
"2024-10-17 04:00:00",1702,11.45
"2024-10-18 04:00:00",1706.05,11.47
"2024-10-21 04:00:00",1711.85,11.51
"2024-10-22 04:00:00",1698.15,11.42
"2024-10-23 04:00:00",1716,11.54
"2024-10-24 04:00:00",1635.3,11
"2024-10-25 04:00:00",1616.75,10.87
"2024-10-28 04:00:00",1605.9,10.8
"2024-10-29 04:00:00",1661.35,11.17
"2024-10-30 04:00:00",1624.15,10.92
"2024-10-31 04:00:00",1622.15,10.91
"2024-11-01 04:00:00",1628.85,10.95
"2024-11-04 04:00:00",1608.8,10.82
"2024-11-05 04:00:00",1633.2,10.98
"2024-11-06 04:00:00",1603.95,10.79
"2024-11-07 04:00:00",1589.85,10.69
"2024-11-08 04:00:00",1569.95,10.56
"2024-11-11 04:00:00",1566,10.53
"2024-11-12 04:00:00",1562.45,10.51
"2024-11-13 04:00:00",1546.7,10.4
"2024-11-14 04:00:00",1562.3,10.51
"2024-11-18 04:00:00",1562.6,10.51
"2024-11-19 04:00:00",1522.9,10.24
"2024-11-21 04:00:00",1477.95,9.94
"2024-11-22 04:00:00",1485.15,9.99
"2024-11-25 04:00:00",1495.2,10.06
"2024-11-26 04:00:00",1506.75,10.13
"2024-11-27 04:00:00",1505.4,10.12
"2024-11-28 04:00:00",1428.6,9.61
"2024-11-29 04:00:00",1437.75,9.67
"2024-12-02 04:00:00",1422.05,9.56
"2024-12-03 04:00:00",1440.95,9.69
"2024-12-04 04:00:00",1452.6,9.77
"2024-12-05 04:00:00",1431.85,9.63
"2024-12-06 04:00:00",1448.55,9.74
"2024-12-09 04:00:00",1469.3,9.88
"2024-12-10 04:00:00",1461.85,9.83
"2024-12-11 04:00:00",1456.15,9.79
"2024-12-12 04:00:00",1432.5,9.63
"2024-12-13 04:00:00",1428.8,9.61
"2024-12-16 04:00:00",1421.65,9.56
"2024-12-17 04:00:00",1409.7,9.48
"2024-12-18 04:00:00",1398,9.4
"2024-12-19 04:00:00",1405.9,9.45
"2024-12-20 04:00:00",1400.6,9.42
"2024-12-23 04:00:00",1405.3,9.45
"2024-12-24 04:00:00",1387,9.33
"2024-12-26 04:00:00",1409.05,9.48
"2024-12-27 04:00:00",1405.3,9.45
"2024-12-30 04:00:00",1403.85,9.44
"2024-12-31 04:00:00",1390.4,9.35
"2025-01-01 04:00:00",1400.4,9.42
"2025-01-02 04:00:00",1422.25,9.56
"2025-01-03 04:00:00",1447.7,9.74
"2025-01-06 04:00:00",1434.65,9.65
"2025-01-07 04:00:00",1477.75,9.94
"2025-01-08 04:00:00",1463.15,9.84
"2025-01-09 04:00:00",1468.45,9.88
"2025-01-10 04:00:00",1478.3,9.94
"2025-01-13 04:00:00",1467.4,9.87
"2025-01-14 04:00:00",1499.25,10.08
"2025-01-15 04:00:00",1472.75,9.9
