"DateTime","ULTRACEMCO","ULTRACEMCO - EPS"
"2006-01-02 04:00:00",421.95
"2006-01-03 04:00:00",436.35
"2006-01-04 04:00:00",440.45
"2006-01-05 04:00:00",448.05
"2006-01-06 04:00:00",469.6
"2006-01-09 04:00:00",483.1
"2006-01-10 04:00:00",479
"2006-01-12 04:00:00",480.5
"2006-01-13 04:00:00",501.5
"2006-01-16 04:00:00",495.2
"2006-01-17 04:00:00",501.55
"2006-01-18 04:00:00",498.35
"2006-01-19 04:00:00",502.65
"2006-01-20 04:00:00",511.05
"2006-01-23 04:00:00",496.4
"2006-01-24 04:00:00",511.55
"2006-01-25 04:00:00",520.65
"2006-01-27 04:00:00",522
"2006-01-30 04:00:00",525.85
"2006-01-31 04:00:00",518.2
"2006-02-01 04:00:00",505.45
"2006-02-02 04:00:00",506.2
"2006-02-03 04:00:00",537.2
"2006-02-06 04:00:00",539.65
"2006-02-07 04:00:00",544.6
"2006-02-08 04:00:00",560.15
"2006-02-10 04:00:00",546.55
"2006-02-13 04:00:00",557.95
"2006-02-14 04:00:00",551.85
"2006-02-15 04:00:00",551.05
"2006-02-16 04:00:00",544.95
"2006-02-17 04:00:00",541.75
"2006-02-20 04:00:00",535.15
"2006-02-21 04:00:00",534.6
"2006-02-22 04:00:00",538.75
"2006-02-23 04:00:00",531.15
"2006-02-24 04:00:00",549.4
"2006-02-27 04:00:00",558.2
"2006-02-28 04:00:00",561.45
"2006-03-01 04:00:00",585.2
"2006-03-02 04:00:00",575.3
"2006-03-03 04:00:00",579.55
"2006-03-06 04:00:00",592.85
"2006-03-07 04:00:00",603.05
"2006-03-08 04:00:00",583.1
"2006-03-09 04:00:00",602.3
"2006-03-10 04:00:00",619.65
"2006-03-13 04:00:00",624.65
"2006-03-14 04:00:00",617.05
"2006-03-16 04:00:00",620.8
"2006-03-17 04:00:00",631.1
"2006-03-20 04:00:00",625.95
"2006-03-21 04:00:00",633.2
"2006-03-22 04:00:00",618.35
"2006-03-23 04:00:00",611.1
"2006-03-24 04:00:00",615.5
"2006-03-27 04:00:00",624.55
