"DateTime","HDFCLIFE","HDFCLIFE - PE"
"2022-06-30 04:00:00",550,89.37
"2022-07-01 04:00:00",565.45,91.88
"2022-07-04 04:00:00",574.3,93.32
"2022-07-05 04:00:00",564.85,91.78
"2022-07-06 04:00:00",557.45,90.58
"2022-07-07 04:00:00",554.6,90.12
"2022-07-08 04:00:00",545.35,88.61
"2022-07-11 04:00:00",546.65,88.82
"2022-07-12 04:00:00",539.75,87.7
"2022-07-13 04:00:00",539.5,87.66
"2022-07-14 04:00:00",537.15,87.28
"2022-07-15 04:00:00",539.9,87.73
"2022-07-18 04:00:00",542.75,88.19
"2022-07-19 04:00:00",535.9,83.36
"2022-07-20 04:00:00",525.2,81.69
"2022-07-21 04:00:00",529.1,82.3
"2022-07-22 04:00:00",535,83.22
"2022-07-25 04:00:00",526.75,81.93
"2022-07-26 04:00:00",522.55,81.28
"2022-07-27 04:00:00",521.25,81.08
"2022-07-28 04:00:00",531.6,82.69
"2022-07-29 04:00:00",555.5,86.4
"2022-08-01 04:00:00",546.05,84.93
"2022-08-02 04:00:00",538.5,83.76
"2022-08-03 04:00:00",535.35,83.27
"2022-08-04 04:00:00",534.9,83.2
"2022-08-05 04:00:00",539.25,83.88
"2022-08-08 04:00:00",536.75,83.49
"2022-08-10 04:00:00",540.9,84.13
"2022-08-11 04:00:00",541.55,84.23
"2022-08-12 04:00:00",544.95,84.76
"2022-08-16 04:00:00",570.6,88.75
"2022-08-17 04:00:00",589.35,91.67
"2022-08-18 04:00:00",586.75,91.26
"2022-08-19 04:00:00",576.65,89.69
"2022-08-22 04:00:00",566.65,88.14
"2022-08-23 04:00:00",565.85,88.01
"2022-08-24 04:00:00",566.65,88.14
"2022-08-25 04:00:00",571.05,88.82
"2022-08-26 04:00:00",566.9,88.18
"2022-08-29 04:00:00",560.95,87.25
"2022-08-30 04:00:00",575.2,89.47
"2022-09-01 04:00:00",575.6,89.53
"2022-09-02 04:00:00",574.85,89.41
"2022-09-05 04:00:00",573.65,89.23
"2022-09-06 04:00:00",573.5,89.2
"2022-09-07 04:00:00",576.95,89.74
"2022-09-08 04:00:00",584.35,90.89
"2022-09-09 04:00:00",575.95,89.58
"2022-09-12 04:00:00",578.55,89.99
"2022-09-13 04:00:00",587.05,91.31
"2022-09-14 04:00:00",576.35,89.65
"2022-09-15 04:00:00",566.75,88.15
"2022-09-16 04:00:00",546.75,85.04
"2022-09-19 04:00:00",548.1,85.25
"2022-09-20 04:00:00",559.75,87.07
"2022-09-21 04:00:00",551.4,85.77
"2022-09-22 04:00:00",545.8,84.9
"2022-09-23 04:00:00",539.45,83.91
"2022-09-26 04:00:00",522.75,81.31
"2022-09-27 04:00:00",520.85,81.01
"2022-09-28 04:00:00",514.45,80.02
"2022-09-29 04:00:00",528,82.13
"2022-09-30 04:00:00",530.45,82.51
"2022-10-03 04:00:00",518.7,80.68
"2022-10-04 04:00:00",531.95,82.74
"2022-10-06 04:00:00",529.65,82.38
"2022-10-07 04:00:00",526.85,81.95
"2022-10-10 04:00:00",533.2,82.94
"2022-10-11 04:00:00",522.55,81.28
"2022-10-12 04:00:00",526.6,81.91
"2022-10-13 04:00:00",520.65,80.98
"2022-10-14 04:00:00",523,81.35
"2022-10-17 04:00:00",523.75,81.47
"2022-10-18 04:00:00",531.25,82.63
"2022-10-19 04:00:00",531.55,82.68
"2022-10-20 04:00:00",537.2,83.56
"2022-10-21 04:00:00",541.95,81.19
"2022-10-24 04:00:00",541.55,81.13
"2022-10-25 04:00:00",533.45,79.91
"2022-10-27 04:00:00",533,79.85
"2022-10-28 04:00:00",530.1,79.41
"2022-10-31 04:00:00",540.45,80.96
"2022-11-01 04:00:00",544.55,81.58
"2022-11-02 04:00:00",542.25,81.23
"2022-11-03 04:00:00",545.4,81.7
"2022-11-04 04:00:00",539.3,80.79
"2022-11-07 04:00:00",536,80.29
"2022-11-09 04:00:00",531.75,79.66
"2022-11-10 04:00:00",528.25,79.13
"2022-11-11 04:00:00",542.65,81.29
"2022-11-14 04:00:00",538.85,80.72
"2022-11-15 04:00:00",532.9,79.83
"2022-11-16 04:00:00",528.1,79.11
"2022-11-17 04:00:00",531.2,79.58
"2022-11-18 04:00:00",531.55,79.63
"2022-11-21 04:00:00",532.35,79.75
"2022-11-22 04:00:00",539.95,80.89
"2022-11-23 04:00:00",547.65,82.04
"2022-11-24 04:00:00",572.55,85.77
"2022-11-25 04:00:00",586.6,87.87
"2022-11-28 04:00:00",586,87.78
"2022-11-29 04:00:00",584.85,87.61
"2022-11-30 04:00:00",590.6,88.47
"2022-12-01 04:00:00",596.45,89.35
"2022-12-02 04:00:00",589.85,88.36
"2022-12-05 04:00:00",588.9,88.22
"2022-12-06 04:00:00",586.8,87.9
"2022-12-07 04:00:00",581.8,87.16
"2022-12-08 04:00:00",577.5,86.51
"2022-12-09 04:00:00",579.6,86.83
"2022-12-12 04:00:00",576.5,86.36
"2022-12-13 04:00:00",582.35,87.24
"2022-12-14 04:00:00",580.35,86.94
"2022-12-15 04:00:00",580.2,86.92
"2022-12-16 04:00:00",575.2,86.17
"2022-12-19 04:00:00",584.45,87.55
"2022-12-20 04:00:00",579.8,86.86
"2022-12-21 04:00:00",575.4,86.2
"2022-12-22 04:00:00",577.85,86.56
"2022-12-23 04:00:00",565.45,84.71
"2022-12-26 04:00:00",569.3,85.28
"2022-12-27 04:00:00",569.8,85.36
"2022-12-28 04:00:00",568.2,85.12
"2022-12-29 04:00:00",571,85.54
"2022-12-30 04:00:00",566.25,84.83
"2023-01-02 04:00:00",570.3,85.43
"2023-01-03 04:00:00",595.6,89.22
"2023-01-04 04:00:00",598.6,89.67
"2023-01-05 04:00:00",609.45,91.3
"2023-01-06 04:00:00",611.65,91.63
"2023-01-09 04:00:00",608.45,91.15
"2023-01-10 04:00:00",600.2,89.91
"2023-01-11 04:00:00",599.85,89.86
"2023-01-12 04:00:00",598.4,89.64
"2023-01-13 04:00:00",604.5,90.56
"2023-01-16 04:00:00",604.2,90.51
"2023-01-17 04:00:00",609.45,91.3
"2023-01-18 04:00:00",601.05,90.04
"2023-01-19 04:00:00",605.25,90.67
"2023-01-20 04:00:00",590.55,86.04
"2023-01-23 04:00:00",589.2,85.84
"2023-01-24 04:00:00",589.55,85.89
"2023-01-25 04:00:00",585.05,85.24
"2023-01-27 04:00:00",587.7,85.62
"2023-01-30 04:00:00",587.95,85.66
"2023-01-31 04:00:00",578.85,84.33
"2023-02-01 04:00:00",515.7,75.13
"2023-02-02 04:00:00",492.7,71.78
"2023-02-03 04:00:00",488.9,71.23
"2023-02-06 04:00:00",482.05,70.23
"2023-02-07 04:00:00",482.95,70.36
"2023-02-08 04:00:00",508.55,74.09
"2023-02-09 04:00:00",518.65,75.56
"2023-02-10 04:00:00",522.55,76.13
"2023-02-13 04:00:00",514.5,74.96
"2023-02-14 04:00:00",512.05,74.6
"2023-02-15 04:00:00",519.1,75.63
"2023-02-16 04:00:00",514.6,74.97
"2023-02-17 04:00:00",504.25,73.46
"2023-02-20 04:00:00",507.95,74
"2023-02-21 04:00:00",501.05,73
"2023-02-22 04:00:00",494.45,72.04
"2023-02-23 04:00:00",486.85,70.93
"2023-02-24 04:00:00",482.85,70.35
"2023-02-27 04:00:00",488.7,71.2
"2023-02-28 04:00:00",488.8,71.21
"2023-03-01 04:00:00",489.75,71.35
"2023-03-02 04:00:00",482.8,70.34
"2023-03-03 04:00:00",489.95,71.38
"2023-03-06 04:00:00",490.15,71.41
"2023-03-08 04:00:00",495.2,72.15
"2023-03-09 04:00:00",491.25,71.57
"2023-03-10 04:00:00",490.25,71.42
"2023-03-13 04:00:00",478.95,69.78
"2023-03-14 04:00:00",470.55,68.55
"2023-03-15 04:00:00",466.7,67.99
"2023-03-16 04:00:00",461.4,67.22
"2023-03-17 04:00:00",471.25,68.66
"2023-03-20 04:00:00",465.25,67.78
"2023-03-21 04:00:00",482.75,70.33
"2023-03-22 04:00:00",497.45,72.47
"2023-03-23 04:00:00",498.55,72.63
"2023-03-24 04:00:00",492.25,71.72
"2023-03-27 04:00:00",492.95,71.82
"2023-03-28 04:00:00",489.7,71.34
"2023-03-29 04:00:00",495.95,72.26
"2023-03-31 04:00:00",499.2,72.73
"2023-04-03 04:00:00",503.7,73.38
"2023-04-05 04:00:00",507.75,73.97
"2023-04-06 04:00:00",514.65,74.98
"2023-04-10 04:00:00",513.7,74.84
"2023-04-11 04:00:00",513.55,74.82
"2023-04-12 04:00:00",517.05,75.33
"2023-04-13 04:00:00",531.85,77.49
"2023-04-17 04:00:00",533.4,77.71
"2023-04-18 04:00:00",532.3,77.55
"2023-04-19 04:00:00",524.8,76.46
"2023-04-20 04:00:00",530.25,77.25
"2023-04-21 04:00:00",513.3,74.78
"2023-04-24 04:00:00",547.55,79.77
"2023-04-25 04:00:00",529.75,77.18
"2023-04-26 04:00:00",531.6,85.81
"2023-04-27 04:00:00",517.85,83.59
"2023-04-28 04:00:00",529.75,85.51
"2023-05-02 04:00:00",544.5,87.89
"2023-05-03 04:00:00",538.7,86.96
"2023-05-04 04:00:00",546.5,88.22
"2023-05-05 04:00:00",539.7,87.12
"2023-05-08 04:00:00",549.55,88.71
"2023-05-09 04:00:00",552.05,89.11
"2023-05-10 04:00:00",562.65,90.82
"2023-05-11 04:00:00",567.4,91.59
"2023-05-12 04:00:00",560.65,90.5
"2023-05-15 04:00:00",559.3,90.28
"2023-05-16 04:00:00",559.5,90.32
"2023-05-17 04:00:00",560.1,90.41
"2023-05-18 04:00:00",561.55,90.65
"2023-05-19 04:00:00",557.6,90.01
"2023-05-22 04:00:00",567,91.53
"2023-05-23 04:00:00",562.7,90.83
"2023-05-24 04:00:00",566,91.36
"2023-05-25 04:00:00",572.05,92.34
"2023-05-26 04:00:00",577.2,93.17
"2023-05-29 04:00:00",579.05,93.47
"2023-05-30 04:00:00",585.15,94.46
"2023-05-31 04:00:00",592.35,95.62
"2023-06-01 04:00:00",582.2,93.98
"2023-06-02 04:00:00",576.4,93.04
"2023-06-05 04:00:00",574.15,92.68
"2023-06-06 04:00:00",579.7,93.58
"2023-06-07 04:00:00",594.45,95.96
"2023-06-08 04:00:00",593.9,95.87
"2023-06-09 04:00:00",581.7,93.9
"2023-06-12 04:00:00",584.4,94.33
"2023-06-13 04:00:00",584.8,94.4
"2023-06-14 04:00:00",585.05,94.44
"2023-06-15 04:00:00",578.15,93.33
"2023-06-16 04:00:00",609.55,98.39
"2023-06-19 04:00:00",626.55,101.14
"2023-06-20 04:00:00",643.7,103.91
"2023-06-21 04:00:00",642.5,103.71
"2023-06-22 04:00:00",639,103.15
"2023-06-23 04:00:00",626.9,101.19
"2023-06-26 04:00:00",630.25,101.74
"2023-06-27 04:00:00",667.2,107.7
"2023-06-28 04:00:00",651.95,105.24
"2023-06-30 04:00:00",651.2,105.12
"2023-07-03 04:00:00",650.7,105.04
"2023-07-04 04:00:00",647,104.44
"2023-07-05 04:00:00",673.6,108.73
"2023-07-06 04:00:00",661.15,106.72
"2023-07-07 04:00:00",658.1,106.23
"2023-07-10 04:00:00",668.25,107.87
"2023-07-11 04:00:00",672.55,108.56
"2023-07-12 04:00:00",671.7,108.43
"2023-07-13 04:00:00",680.6,109.86
"2023-07-14 04:00:00",670.05,108.16
"2023-07-17 04:00:00",667.15,107.69
"2023-07-18 04:00:00",656.55,105.98
"2023-07-19 04:00:00",659.05,106.38
"2023-07-20 04:00:00",661.05,106.71
"2023-07-21 04:00:00",647.3,98.03
"2023-07-24 04:00:00",653.15,98.92
"2023-07-25 04:00:00",651.8,98.72
"2023-07-26 04:00:00",658.6,99.75
"2023-07-27 04:00:00",662.45,100.33
"2023-07-28 04:00:00",659.3,99.85
"2023-07-31 04:00:00",646.85,97.97
"2023-08-01 04:00:00",642.75,97.35
"2023-08-02 04:00:00",642.85,97.36
"2023-08-03 04:00:00",632.7,95.82
"2023-08-04 04:00:00",642.2,97.26
"2023-08-07 04:00:00",648.8,98.26
"2023-08-08 04:00:00",645.45,97.75
"2023-08-09 04:00:00",645.8,97.81
"2023-08-10 04:00:00",640,96.93
"2023-08-11 04:00:00",633.6,95.96
"2023-08-14 04:00:00",632.75,95.83
"2023-08-16 04:00:00",625.15,94.68
"2023-08-17 04:00:00",628.4,95.17
"2023-08-18 04:00:00",625.95,94.8
"2023-08-21 04:00:00",625.15,94.68
"2023-08-22 04:00:00",635.85,96.3
"2023-08-23 04:00:00",633.2,95.9
"2023-08-24 04:00:00",630.5,95.49
"2023-08-25 04:00:00",628.3,95.16
"2023-08-28 04:00:00",627.35,95.01
"2023-08-29 04:00:00",634.9,96.16
"2023-08-30 04:00:00",637.05,96.48
"2023-08-31 04:00:00",644.75,97.65
"2023-09-01 04:00:00",641.35,97.13
"2023-09-04 04:00:00",640.05,96.94
"2023-09-05 04:00:00",640.95,97.07
"2023-09-06 04:00:00",647.55,98.07
"2023-09-07 04:00:00",656.75,99.47
"2023-09-08 04:00:00",657.45,99.57
"2023-09-11 04:00:00",668.65,101.27
"2023-09-12 04:00:00",660.95,100.1
"2023-09-13 04:00:00",650.2,98.47
"2023-09-14 04:00:00",645.45,97.75
"2023-09-15 04:00:00",644.9,97.67
"2023-09-18 04:00:00",659.95,99.95
"2023-09-20 04:00:00",648.2,98.17
"2023-09-21 04:00:00",644.25,97.57
"2023-09-22 04:00:00",649.45,98.36
"2023-09-25 04:00:00",642.1,97.25
"2023-09-26 04:00:00",644.25,97.57
"2023-09-27 04:00:00",648.2,98.17
"2023-09-28 04:00:00",634.7,96.13
"2023-09-29 04:00:00",637.4,96.53
"2023-10-03 04:00:00",633.55,95.95
"2023-10-04 04:00:00",625.5,94.73
"2023-10-05 04:00:00",624.35,94.56
"2023-10-06 04:00:00",630.9,95.55
"2023-10-09 04:00:00",615.15,93.17
"2023-10-10 04:00:00",621.25,94.09
"2023-10-11 04:00:00",621.5,94.13
"2023-10-12 04:00:00",624.65,94.6
"2023-10-13 04:00:00",625.25,91.53
"2023-10-16 04:00:00",630.05,92.24
"2023-10-17 04:00:00",641.8,94.42
"2023-10-18 04:00:00",645,94.42
"2023-10-19 04:00:00",639,93.55
"2023-10-20 04:00:00",639.95,93.68
"2023-10-23 04:00:00",625.25,91.53
"2023-10-25 04:00:00",616.45,90.24
"2023-10-26 04:00:00",605.85,88.69
"2023-10-27 04:00:00",608.65,89.1
"2023-10-30 04:00:00",607.6,88.95
"2023-10-31 04:00:00",618.35,90.52
"2023-11-01 04:00:00",620.05,90.77
"2023-11-02 04:00:00",619.3,90.66
"2023-11-03 04:00:00",622.1,91.07
"2023-11-06 04:00:00",621.8,91.03
"2023-11-07 04:00:00",622.45,91.12
"2023-11-08 04:00:00",618.75,90.58
"2023-11-09 04:00:00",621.35,90.96
"2023-11-10 04:00:00",626.75,91.75
"2023-11-12 04:00:00",626.9,91.77
"2023-11-13 04:00:00",621.05,90.92
"2023-11-15 04:00:00",636.15,93.13
"2023-11-16 04:00:00",634.95,92.95
"2023-11-17 04:00:00",651.8,95.42
"2023-11-20 04:00:00",652.4,95.51
"2023-11-21 04:00:00",667.9,97.78
"2023-11-22 04:00:00",668.5,97.86
"2023-11-23 04:00:00",665,97.35
"2023-11-24 04:00:00",668,97.79
"2023-11-28 04:00:00",673.3,98.57
"2023-11-29 04:00:00",675.65,98.91
"2023-11-30 04:00:00",690.75,101.12
"2023-12-01 04:00:00",682.15,99.86
"2023-12-04 04:00:00",674.95,98.81
"2023-12-05 04:00:00",672.75,98.49
"2023-12-06 04:00:00",677.35,99.16
"2023-12-07 04:00:00",678.3,99.3
"2023-12-08 04:00:00",671.25,98.27
"2023-12-11 04:00:00",672.5,98.45
"2023-12-12 04:00:00",707.35,103.55
"2023-12-13 04:00:00",698.2,102.21
"2023-12-14 04:00:00",684.55,100.21
"2023-12-15 04:00:00",673.1,98.54
"2023-12-18 04:00:00",672.25,98.41
"2023-12-19 04:00:00",666.05,97.51
"2023-12-20 04:00:00",644.1,94.29
"2023-12-21 04:00:00",644.2,94.31
"2023-12-22 04:00:00",639.85,93.67
"2023-12-26 04:00:00",638,93.4
"2023-12-27 04:00:00",643.8,94.25
"2023-12-28 04:00:00",648.1,94.88
"2023-12-29 04:00:00",646.7,94.67
"2024-01-01 04:00:00",648.7,94.97
"2024-01-02 04:00:00",645.5,94.5
"2024-01-03 04:00:00",637.2,93.28
"2024-01-04 04:00:00",647.95,94.86
"2024-01-05 04:00:00",646.75,94.68
"2024-01-08 04:00:00",645.85,94.55
"2024-01-09 04:00:00",640.9,93.82
"2024-01-10 04:00:00",644.95,94.42
"2024-01-11 04:00:00",644,94.28
"2024-01-12 04:00:00",637.6,90.18
"2024-01-15 04:00:00",614.45,86.91
"2024-01-16 04:00:00",611.25,86.45
"2024-01-17 04:00:00",606.6,85.79
"2024-01-18 04:00:00",607.8,85.96
"2024-01-19 04:00:00",615.9,87.11
"2024-01-20 04:00:00",608,85.99
"2024-01-23 04:00:00",586.15,82.9
"2024-01-24 04:00:00",581.65,82.27
"2024-01-25 04:00:00",579,81.89
"2024-01-29 04:00:00",578.55,81.83
"2024-01-30 04:00:00",575,81.33
"2024-01-31 04:00:00",576.6,81.55
"2024-02-01 04:00:00",587.1,83.04
"2024-02-02 04:00:00",578.8,81.86
"2024-02-05 04:00:00",563.35,79.68
"2024-02-06 04:00:00",592.75,83.84
"2024-02-07 04:00:00",605.15,85.59
"2024-02-08 04:00:00",591.7,83.69
"2024-02-09 04:00:00",584,82.6
"2024-02-12 04:00:00",577.2,81.64
"2024-02-13 04:00:00",589.55,83.38
"2024-02-14 04:00:00",585.35,82.79
"2024-02-15 04:00:00",585.1,82.75
"2024-02-16 04:00:00",592.45,83.79
"2024-02-19 04:00:00",585.2,82.77
"2024-02-20 04:00:00",587.95,83.16
"2024-02-21 04:00:00",577.45,81.67
"2024-02-22 04:00:00",574.65,81.28
"2024-02-23 04:00:00",580.7,82.13
"2024-02-26 04:00:00",576.35,81.52
"2024-02-27 04:00:00",581.6,82.26
"2024-02-28 04:00:00",580.6,82.12
"2024-02-29 04:00:00",582,82.32
"2024-03-01 04:00:00",589.95,83.44
"2024-03-02 04:00:00",,83.77
"2024-03-04 04:00:00",610.3,86.32
"2024-03-05 04:00:00",607.7,85.95
"2024-03-06 04:00:00",613.95,86.83
"2024-03-07 04:00:00",621.95,87.97
"2024-03-11 04:00:00",620.85,87.81
"2024-03-12 04:00:00",621.55,87.91
"2024-03-13 04:00:00",610.05,86.28
"2024-03-14 04:00:00",622.25,88.01
"2024-03-15 04:00:00",632.35,89.44
"2024-03-18 04:00:00",634.1,89.68
"2024-03-19 04:00:00",632.5,89.46
"2024-03-20 04:00:00",626.4,88.6
"2024-03-21 04:00:00",622.25,88.01
"2024-03-22 04:00:00",623.85,88.23
"2024-03-26 04:00:00",626.9,88.67
"2024-03-27 04:00:00",626.35,88.59
"2024-03-28 04:00:00",633.35,89.58
"2024-04-01 04:00:00",634.75,89.78
"2024-04-02 04:00:00",631.9,89.37
"2024-04-03 04:00:00",624.1,88.27
"2024-04-04 04:00:00",622.4,88.03
"2024-04-05 04:00:00",629.4,89.02
"2024-04-08 04:00:00",634.6,89.76
"2024-04-09 04:00:00",633.95,89.66
"2024-04-10 04:00:00",621.5,87.9
"2024-04-12 04:00:00",618.5,87.48
"2024-04-15 04:00:00",612.95,86.69
"2024-04-16 04:00:00",604.6,85.51
"2024-04-18 04:00:00",605.65,85.66
"2024-04-19 04:00:00",601.55,82.4
"2024-04-22 04:00:00",605.95,83
"2024-04-23 04:00:00",601.15,82.34
"2024-04-24 04:00:00",594.2,81.39
"2024-04-25 04:00:00",594.7,81.46
"2024-04-26 04:00:00",587.85,80.52
"2024-04-29 04:00:00",575.1,78.77
"2024-04-30 04:00:00",583.65,79.94
"2024-05-02 04:00:00",576.35,78.94
"2024-05-03 04:00:00",565.9,77.51
"2024-05-06 04:00:00",555.05,76.03
"2024-05-07 04:00:00",552.35,75.66
"2024-05-08 04:00:00",550.45,75.4
"2024-05-09 04:00:00",539.55,73.9
"2024-05-10 04:00:00",548.55,75.14
"2024-05-13 04:00:00",559.65,76.66
"2024-05-14 04:00:00",561.55,76.92
"2024-05-15 04:00:00",555.95,76.15
"2024-05-16 04:00:00",567.05,77.67
"2024-05-17 04:00:00",570.2,78.1
"2024-05-18 04:00:00",569.4,77.99
"2024-05-21 04:00:00",565.6,77.47
"2024-05-22 04:00:00",560.4,76.76
"2024-05-23 04:00:00",565.65,77.48
"2024-05-24 04:00:00",565.1,77.4
"2024-05-27 04:00:00",564.25,77.29
"2024-05-28 04:00:00",578.45,79.23
"2024-05-29 04:00:00",561.85,76.96
"2024-05-30 04:00:00",550.75,75.44
"2024-05-31 04:00:00",549.85,75.31
"2024-06-03 04:00:00",550.1,75.35
"2024-06-04 04:00:00",534.45,73.21
"2024-06-05 04:00:00",551.95,75.6
"2024-06-06 04:00:00",555.25,76.05
"2024-06-07 04:00:00",562.95,77.11
"2024-06-10 04:00:00",569.2,77.96
"2024-06-11 04:00:00",571.7,78.31
"2024-06-12 04:00:00",572.7,78.44
"2024-06-13 04:00:00",593.5,81.29
"2024-06-14 04:00:00",598.35,81.96
"2024-06-18 04:00:00",601.2,82.35
"2024-06-19 04:00:00",596.2,81.66
"2024-06-20 04:00:00",590.1,80.83
"2024-06-21 04:00:00",580.95,79.57
"2024-06-24 04:00:00",579.5,79.38
"2024-06-25 04:00:00",590.95,80.94
"2024-06-26 04:00:00",589.05,80.68
"2024-06-27 04:00:00",593.25,81.26
"2024-06-28 04:00:00",595.05,81.51
"2024-07-01 04:00:00",600.75,82.29
"2024-07-02 04:00:00",589.8,80.79
"2024-07-03 04:00:00",596.15,81.66
"2024-07-04 04:00:00",603.95,82.72
"2024-07-05 04:00:00",607.35,83.19
"2024-07-08 04:00:00",620.9,85.05
"2024-07-09 04:00:00",623.65,85.42
"2024-07-10 04:00:00",632.75,86.67
"2024-07-11 04:00:00",634.25,86.87
"2024-07-12 04:00:00",635.55,87.05
"2024-07-15 04:00:00",638.05,84.07
"2024-07-16 04:00:00",646.75,85.22
"2024-07-18 04:00:00",648.9,85.5
"2024-07-19 04:00:00",635.9,83.79
"2024-07-22 04:00:00",637.4,83.99
"2024-07-23 04:00:00",643.95,84.85
"2024-07-24 04:00:00",672.8,88.65
"2024-07-25 04:00:00",683.15,90.01
"2024-07-26 04:00:00",703.35,92.67
"2024-07-29 04:00:00",696.85,91.82
"2024-07-30 04:00:00",697.2,91.86
"2024-07-31 04:00:00",715.5,94.28
"2024-08-01 04:00:00",713.6,94.03
"2024-08-02 04:00:00",707.4,93.21
"2024-08-05 04:00:00",710.9,93.67
"2024-08-06 04:00:00",679.6,89.55
"2024-08-07 04:00:00",696.25,91.74
"2024-08-08 04:00:00",710.35,93.6
"2024-08-09 04:00:00",702.4,92.55
"2024-08-12 04:00:00",702.45,92.56
"2024-08-13 04:00:00",685,90.26
"2024-08-14 04:00:00",686.35,90.43
"2024-08-16 04:00:00",689.4,90.84
"2024-08-19 04:00:00",685.7,90.35
"2024-08-20 04:00:00",710.6,93.63
"2024-08-21 04:00:00",724.55,95.47
"2024-08-22 04:00:00",726,95.66
"2024-08-23 04:00:00",729,96.05
"2024-08-26 04:00:00",725.65,95.61
"2024-08-27 04:00:00",739.55,97.44
"2024-08-28 04:00:00",742.1,97.78
"2024-08-29 04:00:00",736.9,97.1
"2024-08-30 04:00:00",738.7,97.33
"2024-09-02 04:00:00",745.3,98.2
"2024-09-03 04:00:00",758.75,99.97
"2024-09-04 04:00:00",758.8,99.98
"2024-09-05 04:00:00",751.85,99.07
"2024-09-06 04:00:00",738.4,97.29
"2024-09-09 04:00:00",735.8,96.95
"2024-09-10 04:00:00",702.9,92.62
"2024-09-11 04:00:00",700.15,92.25
"2024-09-12 04:00:00",714.55,94.15
"2024-09-13 04:00:00",705.4,92.94
"2024-09-16 04:00:00",701.35,92.41
"2024-09-17 04:00:00",698.9,92.09
"2024-09-18 04:00:00",698.8,92.08
"2024-09-19 04:00:00",701.5,92.43
"2024-09-20 04:00:00",711.1,93.7
"2024-09-23 04:00:00",727.5,95.86
"2024-09-24 04:00:00",720.7,94.96
"2024-09-25 04:00:00",716.55,94.41
"2024-09-26 04:00:00",729.55,96.13
"2024-09-27 04:00:00",730.2,96.21
"2024-09-30 04:00:00",718,94.61
"2024-10-01 04:00:00",710.2,93.58
"2024-10-03 04:00:00",702.25,92.53
"2024-10-04 04:00:00",708.8,93.39
"2024-10-07 04:00:00",705.85,93
"2024-10-08 04:00:00",710.1,93.56
"2024-10-09 04:00:00",717.3,94.51
"2024-10-10 04:00:00",723.65,95.35
"2024-10-11 04:00:00",723.85,95.38
"2024-10-14 04:00:00",740.6,97.58
"2024-10-15 04:00:00",714.25,94.11
"2024-10-16 04:00:00",726.8,92.54
"2024-10-17 04:00:00",726.1,92.45
"2024-10-18 04:00:00",742.45,94.53
"2024-10-21 04:00:00",745.85,94.97
"2024-10-22 04:00:00",728.2,92.72
"2024-10-23 04:00:00",723.75,92.15
"2024-10-24 04:00:00",714.85,91.02
"2024-10-25 04:00:00",709.45,90.33
"2024-10-28 04:00:00",718.25,91.45
"2024-10-29 04:00:00",742.4,94.53
"2024-10-30 04:00:00",727.05,92.57
"2024-10-31 04:00:00",720.15,91.7
"2024-11-01 04:00:00",723.7,92.15
"2024-11-04 04:00:00",710.85,90.51
"2024-11-05 04:00:00",717.25,91.33
"2024-11-06 04:00:00",708.7,90.24
"2024-11-07 04:00:00",711.7,90.62
"2024-11-08 04:00:00",708.5,90.21
"2024-11-11 04:00:00",705.35,89.81
"2024-11-12 04:00:00",700,89.13
"2024-11-13 04:00:00",685.05,87.23
"2024-11-14 04:00:00",694,88.37
"2024-11-18 04:00:00",690.5,87.92
"2024-11-19 04:00:00",680.4,86.63
"2024-11-21 04:00:00",674.4,85.87
"2024-11-22 04:00:00",688.2,87.63
"2024-11-25 04:00:00",684.8,87.19
"2024-11-26 04:00:00",682.4,86.89
"2024-11-27 04:00:00",680.55,86.65
"2024-11-28 04:00:00",657.7,83.74
"2024-11-29 04:00:00",657.75,83.75
"2024-12-02 04:00:00",640.2,81.52
"2024-12-03 04:00:00",634,80.73
"2024-12-04 04:00:00",650.25,82.8
"2024-12-05 04:00:00",643.15,81.89
"2024-12-06 04:00:00",636.5,81.04
"2024-12-09 04:00:00",641.8,81.72
"2024-12-10 04:00:00",633.3,80.64
"2024-12-11 04:00:00",634.65,80.81
"2024-12-12 04:00:00",626.55,79.78
"2024-12-13 04:00:00",632.55,80.54
"2024-12-16 04:00:00",634.95,80.85
"2024-12-17 04:00:00",626.75,79.8
"2024-12-18 04:00:00",624.55,79.52
"2024-12-19 04:00:00",623.55,79.4
"2024-12-20 04:00:00",623.8,79.43
"2024-12-23 04:00:00",622.55,79.27
"2024-12-24 04:00:00",622.5,79.26
"2024-12-26 04:00:00",626.4,79.76
"2024-12-27 04:00:00",621.9,79.19
"2024-12-30 04:00:00",617.4,78.61
"2024-12-31 04:00:00",617.05,78.57
"2025-01-01 04:00:00",617.2,78.59
"2025-01-02 04:00:00",620.15,78.96
"2025-01-03 04:00:00",623,79.33
"2025-01-06 04:00:00",605.95,77.15
"2025-01-07 04:00:00",619.85,78.92
"2025-01-08 04:00:00",618,78.69
"2025-01-09 04:00:00",612.2,77.95
"2025-01-10 04:00:00",608.65,77.5
"2025-01-13 04:00:00",599.75,76.37
"2025-01-14 04:00:00",600.45,76.45
"2025-01-15 04:00:00",594.2,73.33
"2025-01-16 04:00:00",641.4,79.15
"2025-01-17 04:00:00",642.2,79.25
"2025-01-20 04:00:00",634.05,78.25
"2025-01-21 04:00:00",624,77.01
"2025-01-22 04:00:00",618.2,76.29
"2025-01-23 04:00:00",621,76.64
