"DateTime","ETERNAL","ETERNAL - PB"
"2024-03-27 04:00:00",179.45,8.9
"2024-03-28 04:00:00",182.1,9.03
"2024-04-01 04:00:00",184.5,9.15
"2024-04-02 04:00:00",183.1,9.08
"2024-04-03 04:00:00",178.3,8.85
"2024-04-04 04:00:00",187,9.28
"2024-04-05 04:00:00",190.5,9.45
"2024-04-08 04:00:00",191.8,9.51
"2024-04-09 04:00:00",193.7,9.61
"2024-04-10 04:00:00",196.9,9.77
"2024-04-12 04:00:00",192.1,9.53
"2024-04-15 04:00:00",188.3,9.34
"2024-04-16 04:00:00",186.45,9.25
"2024-04-18 04:00:00",185.2,9.19
"2024-04-19 04:00:00",189.2,9.39
"2024-04-22 04:00:00",193.35,9.59
"2024-04-23 04:00:00",187.45,9.3
"2024-04-24 04:00:00",184.4,9.15
"2024-04-25 04:00:00",184.7,9.16
"2024-04-26 04:00:00",188.1,9.33
"2024-04-29 04:00:00",193.6,9.6
"2024-04-30 04:00:00",193.15,9.58
"2024-05-02 04:00:00",195.45,9.7
"2024-05-03 04:00:00",197.25,9.79
"2024-05-06 04:00:00",195.7,9.71
"2024-05-07 04:00:00",191.45,9.5
"2024-05-08 04:00:00",195.45,9.7
"2024-05-09 04:00:00",195.25,9.69
"2024-05-10 04:00:00",201.3,9.99
"2024-05-13 04:00:00",194.3,9.04
"2024-05-14 04:00:00",187.3,8.72
"2024-05-15 04:00:00",192,8.94
"2024-05-16 04:00:00",195.2,9.09
"2024-05-17 04:00:00",194.85,9.07
"2024-05-18 04:00:00",194.4,9.05
"2024-05-21 04:00:00",189.1,8.8
"2024-05-22 04:00:00",185.5,8.63
"2024-05-23 04:00:00",186.8,8.69
"2024-05-24 04:00:00",182.9,8.51
"2024-05-27 04:00:00",183.65,8.55
"2024-05-28 04:00:00",181.6,8.45
"2024-05-29 04:00:00",183.35,8.53
"2024-05-30 04:00:00",180.6,8.41
"2024-05-31 04:00:00",179.15,8.34
"2024-06-03 04:00:00",175.45,8.17
"2024-06-04 04:00:00",172,8.01
"2024-06-05 04:00:00",183.8,8.55
"2024-06-06 04:00:00",183.65,8.55
"2024-06-07 04:00:00",184,8.56
"2024-06-10 04:00:00",182.16,8.48
"2024-06-11 04:00:00",184.02,8.56
"2024-06-12 04:00:00",179.65,8.36
"2024-06-13 04:00:00",184.94,8.61
"2024-06-14 04:00:00",186.24,8.67
"2024-06-18 04:00:00",188.61,8.78
"2024-06-19 04:00:00",198.49,9.24
"2024-06-20 04:00:00",197.05,9.17
"2024-06-21 04:00:00",193.95,9.03
"2024-06-24 04:00:00",198.92,9.26
"2024-06-25 04:00:00",202.27,9.41
"2024-06-26 04:00:00",197.25,9.18
"2024-06-27 04:00:00",200.15,9.32
"2024-06-28 04:00:00",200.56,9.33
"2024-07-01 04:00:00",203.97,9.49
"2024-07-02 04:00:00",209.09,9.73
"2024-07-03 04:00:00",208.44,9.7
"2024-07-04 04:00:00",207.44,9.65
"2024-07-05 04:00:00",207.57,9.66
"2024-07-08 04:00:00",207.93,9.68
"2024-07-09 04:00:00",212.56,9.89
"2024-07-10 04:00:00",211.37,9.84
"2024-07-11 04:00:00",217.14,10.11
"2024-07-12 04:00:00",222.47,10.35
"2024-07-15 04:00:00",229.15,10.67
"2024-07-16 04:00:00",217.49,10.12
"2024-07-18 04:00:00",220.62,10.27
"2024-07-19 04:00:00",218.89,10.19
"2024-07-22 04:00:00",221.66,10.32
"2024-07-23 04:00:00",217.91,10.14
"2024-07-24 04:00:00",223.49,10.4
"2024-07-25 04:00:00",219.31,10.21
"2024-07-26 04:00:00",224.62,10.45
"2024-07-29 04:00:00",226.89,10.56
"2024-07-30 04:00:00",227.13,10.57
"2024-07-31 04:00:00",229.45,10.68
"2024-08-01 04:00:00",234.09,10.9
"2024-08-02 04:00:00",262.34,12.21
"2024-08-05 04:00:00",256.29,11.93
"2024-08-06 04:00:00",249.08,11.59
"2024-08-07 04:00:00",265.67,12.36
"2024-08-08 04:00:00",265.59,12.36
"2024-08-09 04:00:00",267.09,12.43
"2024-08-12 04:00:00",263.43,12.26
"2024-08-13 04:00:00",257.08,11.97
"2024-08-14 04:00:00",260.14,12.11
"2024-08-16 04:00:00",264.43,12.31
"2024-08-19 04:00:00",262.17,12.2
"2024-08-20 04:00:00",263.12,12.25
"2024-08-21 04:00:00",260.03,12.1
"2024-08-22 04:00:00",257.96,12.01
"2024-08-23 04:00:00",262.65,12.22
"2024-08-26 04:00:00",259.39,12.07
"2024-08-27 04:00:00",256.05,11.92
"2024-08-28 04:00:00",253.04,11.78
"2024-08-29 04:00:00",252.34,11.74
"2024-08-30 04:00:00",250.53,11.66
"2024-09-02 04:00:00",244.45,11.38
"2024-09-03 04:00:00",247.7,11.53
"2024-09-04 04:00:00",242.85,11.3
"2024-09-05 04:00:00",254.85,11.86
"2024-09-06 04:00:00",259.95,12.1
"2024-09-09 04:00:00",263.2,12.25
"2024-09-10 04:00:00",267.7,12.46
"2024-09-11 04:00:00",271.75,12.65
"2024-09-12 04:00:00",283.9,13.21
"2024-09-13 04:00:00",272.9,12.7
"2024-09-16 04:00:00",277.7,12.92
"2024-09-17 04:00:00",270.75,12.6
"2024-09-18 04:00:00",275.85,12.84
"2024-09-19 04:00:00",278.85,12.98
"2024-09-20 04:00:00",290.5,13.52
"2024-09-23 04:00:00",297,13.82
"2024-09-24 04:00:00",291.7,13.58
"2024-09-25 04:00:00",285.4,13.28
"2024-09-26 04:00:00",283.9,13.21
"2024-09-27 04:00:00",278.15,12.95
"2024-09-30 04:00:00",273.3,12.72
"2024-10-01 04:00:00",274.15,12.76
"2024-10-03 04:00:00",269,12.52
"2024-10-04 04:00:00",275.3,12.81
"2024-10-07 04:00:00",266.1,12.38
"2024-10-08 04:00:00",278.7,12.97
"2024-10-09 04:00:00",279.95,13.03
"2024-10-10 04:00:00",275.35,12.82
"2024-10-11 04:00:00",277.55,12.92
"2024-10-14 04:00:00",280.05,13.03
"2024-10-15 04:00:00",279.55,13.01
"2024-10-16 04:00:00",274.25,12.76
"2024-10-17 04:00:00",270.55,12.59
"2024-10-18 04:00:00",257.45,11.98
"2024-10-21 04:00:00",265.7,12.37
"2024-10-22 04:00:00",256.35,11.93
"2024-10-23 04:00:00",264.05,12.29
"2024-10-24 04:00:00",254.3,11.84
"2024-10-25 04:00:00",253.8,11.81
"2024-10-28 04:00:00",253.95,11.82
"2024-10-29 04:00:00",252.25,11.74
"2024-10-30 04:00:00",246.85,11.49
"2024-10-31 04:00:00",241.75,11.25
"2024-11-01 04:00:00",248.99,11.59
"2024-11-04 04:00:00",245.08,11.41
"2024-11-05 04:00:00",241.87,11.26
"2024-11-06 04:00:00",254.94,11.87
"2024-11-07 04:00:00",255.22,11.88
"2024-11-08 04:00:00",248.73,11.58
"2024-11-11 04:00:00",258.62,12.04
"2024-11-12 04:00:00",260.99,12.15
"2024-11-13 04:00:00",258.4,12.03
"2024-11-14 04:00:00",269.66,12.55
"2024-11-18 04:00:00",270.79,12.6
"2024-11-19 04:00:00",271.36,12.63
"2024-11-21 04:00:00",266.81,12.42
"2024-11-22 04:00:00",264.2,12.3
"2024-11-25 04:00:00",273.31,12.72
"2024-11-26 04:00:00",280.11,13.04
"2024-11-27 04:00:00",284.72,13.25
"2024-11-28 04:00:00",286.13,13.32
"2024-11-29 04:00:00",279.76,13.02
"2024-12-02 04:00:00",282.5,13.15
"2024-12-03 04:00:00",279.85,13.02
"2024-12-04 04:00:00",286.25,13.32
"2024-12-05 04:00:00",299.35,13.93
"2024-12-06 04:00:00",302.95,14.1
"2024-12-09 04:00:00",295.3,13.74
"2024-12-10 04:00:00",295.85,13.77
"2024-12-11 04:00:00",291.8,13.58
"2024-12-12 04:00:00",284.9,13.26
"2024-12-13 04:00:00",288.25,13.42
"2024-12-16 04:00:00",294.15,13.69
"2024-12-17 04:00:00",296.8,13.81
"2024-12-18 04:00:00",291.9,13.59
"2024-12-19 04:00:00",288.5,13.43
"2024-12-20 04:00:00",282.1,13.13
"2024-12-23 04:00:00",273.95,12.75
"2024-12-24 04:00:00",274.85,12.79
"2024-12-26 04:00:00",273.2,12.72
"2024-12-27 04:00:00",271.25,12.62
"2024-12-30 04:00:00",282.1,13.13
"2024-12-31 04:00:00",278.05,12.94
"2025-01-01 04:00:00",276.5,12.87
"2025-01-02 04:00:00",284.6,13.25
"2025-01-03 04:00:00",272.85,12.7
"2025-01-06 04:00:00",264.85,12.33
"2025-01-07 04:00:00",252.45,11.75
"2025-01-08 04:00:00",250.05,11.64
"2025-01-09 04:00:00",245.35,11.42
"2025-01-10 04:00:00",242.95,11.31
"2025-01-13 04:00:00",227.15,10.57
"2025-01-14 04:00:00",233.6,10.87
"2025-01-15 04:00:00",243.9,11.35
"2025-01-16 04:00:00",241.9,11.26
"2025-01-17 04:00:00",248.8,11.58
"2025-01-20 04:00:00",239.75,11.16
"2025-01-21 04:00:00",214.55,9.99
"2025-01-22 04:00:00",216.45,10.07
"2025-01-23 04:00:00",221.95,10.33
"2025-01-24 04:00:00",215.6,10.03
"2025-01-27 04:00:00",206.2,9.6
"2025-01-28 04:00:00",208.2,9.69
"2025-01-29 04:00:00",222.5,10.36
"2025-01-30 04:00:00",218.8,10.18
"2025-01-31 04:00:00",220.35,10.26
"2025-02-01 04:00:00",236.32,11
"2025-02-03 04:00:00",238.2,11.09
"2025-02-04 04:00:00",234.54,10.92
"2025-02-05 04:00:00",231.12,10.76
"2025-02-06 04:00:00",229.05,10.66
"2025-02-07 04:00:00",233.9,10.89
"2025-02-10 04:00:00",227.25,10.58
"2025-02-11 04:00:00",215.45,10.03
"2025-02-12 04:00:00",214.7,9.99
"2025-02-13 04:00:00",217.87,10.14
"2025-02-14 04:00:00",215.99,10.05
"2025-02-17 04:00:00",218.53,10.17
"2025-02-18 04:00:00",223.31,10.39
"2025-02-19 04:00:00",234.1,10.9
"2025-02-20 04:00:00",233.93,10.89
"2025-02-21 04:00:00",230.36,10.72
"2025-02-24 04:00:00",222.69,10.36
"2025-02-25 04:00:00",225.63,10.5
"2025-02-27 04:00:00",229.04,10.66
"2025-02-28 04:00:00",222.1,10.34
"2025-03-03 04:00:00",222.14,10.34
"2025-03-04 04:00:00",227.61,10.59
"2025-03-05 04:00:00",227.02,10.57
"2025-03-06 04:00:00",225.43,10.49
"2025-03-07 04:00:00",216.83,10.09
"2025-03-10 04:00:00",211.28,9.83
"2025-03-11 04:00:00",208.07,9.68
"2025-03-12 04:00:00",205.46,9.56
"2025-03-13 04:00:00",201.43,9.38
"2025-03-17 04:00:00",203.69,9.48
"2025-03-18 04:00:00",218.19,10.16
"2025-03-19 04:00:00",223.53,10.4
"2025-03-20 04:00:00",224.47,10.45
"2025-03-21 04:00:00",227.52,10.59
"2025-03-24 04:00:00",222.8,10.37
"2025-03-25 04:00:00",209.81,9.77
"2025-03-26 04:00:00",203.29,9.46
"2025-03-27 04:00:00",206.28,9.6
"2025-03-28 04:00:00",201.7,9.39
"2025-04-01 04:00:00",202.01,9.4
"2025-04-02 04:00:00",212.03,9.87
"2025-04-03 04:00:00",210.9,9.82
"2025-04-04 04:00:00",210.53,9.8
"2025-04-07 04:00:00",209.63,9.76
"2025-04-08 04:00:00",215.19,10.02
"2025-04-09 04:00:00",211.39,9.84
"2025-04-11 04:00:00",217.2,10.11
"2025-04-15 04:00:00",222.23,10.34
"2025-04-16 04:00:00",222.08,10.34
"2025-04-17 04:00:00",231.6,10.78
"2025-04-21 04:00:00",234.24,10.9
"2025-04-22 04:00:00",237.47,11.05
"2025-04-23 04:00:00",239.24,11.13
"2025-04-24 04:00:00",236.38,11
"2025-04-25 04:00:00",228.81,10.65
"2025-04-28 04:00:00",227.21,10.57
"2025-04-29 04:00:00",231.11,10.76
"2025-04-30 04:00:00",232.52,10.82
"2025-05-02 04:00:00",234.29,7.01
"2025-05-05 04:00:00",239.9,7.18
"2025-05-06 04:00:00",232.64,6.96
"2025-05-07 04:00:00",236.9,7.09
"2025-05-08 04:00:00",229.81,6.88
"2025-05-09 04:00:00",227.14,6.8
"2025-05-12 04:00:00",239.5,7.17
"2025-05-13 04:00:00",231.65,6.93
"2025-05-14 04:00:00",236.86,7.09
"2025-05-15 04:00:00",242.59,7.26
"2025-05-16 04:00:00",245.76,7.35
"2025-05-19 04:00:00",238.03,7.12
"2025-05-20 04:00:00",228.28,6.83
"2025-05-21 04:00:00",229.97,6.88
"2025-05-22 04:00:00",229.02,6.85
"2025-05-23 04:00:00",237.55,7.11
"2025-05-26 04:00:00",226.8,6.79
"2025-05-27 04:00:00",224.79,6.73
"2025-05-28 04:00:00",224.18,6.71
"2025-05-29 04:00:00",228.37,6.83
"2025-05-30 04:00:00",238.31,7.13
"2025-06-02 04:00:00",241.2,7.22
"2025-06-03 04:00:00",237.7,7.11
"2025-06-04 04:00:00",245.68,7.35
"2025-06-05 04:00:00",256.56,7.68
"2025-06-06 04:00:00",261.86,7.83
"2025-06-09 04:00:00",256.84,7.68
"2025-06-10 04:00:00",255.68,7.65
"2025-06-11 04:00:00",257.07,7.69
"2025-06-12 04:00:00",251.56,7.53
"2025-06-13 04:00:00",249.08,7.45
"2025-06-16 04:00:00",252.15,7.54
"2025-06-17 04:00:00",247.25,7.4
"2025-06-18 04:00:00",248.41,7.43
"2025-06-19 04:00:00",249.42,7.46
"2025-06-20 04:00:00",253.33,7.58
"2025-06-23 04:00:00",254.64,7.62
"2025-06-24 04:00:00",255.07,7.63
"2025-06-25 04:00:00",258.86,7.74
"2025-06-26 04:00:00",265.18,7.93
"2025-06-27 04:00:00",261.86,7.83
"2025-06-30 04:00:00",264.15,7.9
"2025-07-01 04:00:00",261,7.81
"2025-07-02 04:00:00",259.75,7.77
"2025-07-03 04:00:00",260.85,7.8
"2025-07-04 04:00:00",261.4,7.82
"2025-07-07 04:00:00",258.55,7.74
"2025-07-08 04:00:00",263.5,7.88
"2025-07-09 04:00:00",264.55,7.91
"2025-07-10 04:00:00",262.85,7.86
"2025-07-11 04:00:00",263.35,7.88
"2025-07-14 04:00:00",270.6,8.1
"2025-07-15 04:00:00",266.45,7.97
"2025-07-16 04:00:00",262.35,7.85
"2025-07-17 04:00:00",259.65,7.77
"2025-07-18 04:00:00",257.2,7.69
"2025-07-21 04:00:00",271.7,8.13
"2025-07-22 04:00:00",299.8,8.97
"2025-07-23 04:00:00",302.05,9.04
"2025-07-24 04:00:00",313.15,9.37
"2025-07-25 04:00:00",310.55,9.29
"2025-07-28 04:00:00",307.3,9.19
"2025-07-29 04:00:00",306.55,9.17
"2025-07-30 04:00:00",303.45,9.08
"2025-07-31 04:00:00",307.8,9.21
"2025-08-01 04:00:00",304.75,9.12
"2025-08-04 04:00:00",305.25,9.13
"2025-08-05 04:00:00",302.15,9.04
"2025-08-06 04:00:00",298.85,8.94
"2025-08-07 04:00:00",301.75,9.03
"2025-08-08 04:00:00",300.9,9
"2025-08-11 04:00:00",309.4,9.26
"2025-08-12 04:00:00",305.9,9.15
"2025-08-13 04:00:00",312.35,9.34
"2025-08-14 04:00:00",318.4,9.53
"2025-08-18 04:00:00",314.9,9.42
"2025-08-19 04:00:00",321.45,9.62
"2025-08-20 04:00:00",326.55,9.77
"2025-08-21 04:00:00",321.8,9.63
"2025-08-22 04:00:00",319.1,9.55
"2025-08-25 04:00:00",319.25,9.55
"2025-08-26 04:00:00",317.9,9.51
"2025-08-28 04:00:00",315.5,9.44
"2025-08-29 04:00:00",313.95,9.39
"2025-09-01 04:00:00",321.1,9.61
"2025-09-02 04:00:00",322.4,9.65
"2025-09-03 04:00:00",326.1,9.76
"2025-09-04 04:00:00",326.25,9.76
"2025-09-05 04:00:00",329.15,9.85
"2025-09-08 04:00:00",329.65,9.86
"2025-09-09 04:00:00",325.7,9.74
"2025-09-10 04:00:00",324.4,9.71
"2025-09-11 04:00:00",328.1,9.82
"2025-09-12 04:00:00",321.4,9.62
"2025-09-15 04:00:00",323.3,9.67
"2025-09-16 04:00:00",327.3,9.79
"2025-09-17 04:00:00",328.25,9.82
"2025-09-18 04:00:00",337.85,10.11
"2025-09-19 04:00:00",336.55,10.07
"2025-09-22 04:00:00",341.85,10.23
"2025-09-23 04:00:00",338.35,10.12
"2025-09-24 04:00:00",335.8,10.05
"2025-09-25 04:00:00",332.25,9.94
"2025-09-26 04:00:00",321,9.6
"2025-09-29 04:00:00",324.85,9.72
"2025-09-30 04:00:00",325.5,9.74
"2025-10-01 04:00:00",329,9.84
"2025-10-03 04:00:00",328.45,9.83
"2025-10-06 04:00:00",335.1,10.03
"2025-10-07 04:00:00",337.85,10.11
"2025-10-08 04:00:00",341.65,10.22
"2025-10-09 04:00:00",345.5,10.34
"2025-10-10 04:00:00",348.3,10.42
"2025-10-13 04:00:00",348.35,10.42
"2025-10-14 04:00:00",347.75,10.4
"2025-10-15 04:00:00",354.35,10.6
"2025-10-16 04:00:00",347.85,10.41
"2025-10-17 04:00:00",342.65,10.25
"2025-10-20 04:00:00",338.15,10.12
"2025-10-21 04:00:00",338.1,10.12
"2025-10-23 04:00:00",328.35,9.82
"2025-10-24 04:00:00",326.6,9.77
"2025-10-27 04:00:00",333.7,9.98
"2025-10-28 04:00:00",334.6,10.01
"2025-10-29 04:00:00",330.45,9.89
"2025-10-30 04:00:00",329.35,9.85
"2025-10-31 04:00:00",317.75,9.51
"2025-11-03 04:00:00",322.6,9.65
"2025-11-04 04:00:00",313.5,9.38
"2025-11-06 04:00:00",305.65,9.14
"2025-11-07 04:00:00",306.1,9.16
"2025-11-10 04:00:00",301.45,9.02
"2025-11-11 04:00:00",305.8,9.15
"2025-11-12 04:00:00",311.2
